Time [s]	Pos_0_x [m]	Pos_0_y [m]	Pos_0_z [m]	Pos_x [m]	Pos_y [m]	Pos_z [m]	Force_x [N]	Force_y [N]	Force_z [N]
0.000000	0.610000	0.000000	0.612731	0.610000	0.000000	0.612731	0.000000	0.000000	0.000000
0.010000	0.610000	0.000001	0.612731	0.610000	0.000000	0.612731	0.000000	0.000000	0.000147
0.020000	0.610000	0.000006	0.612731	0.610000	0.000000	0.612731	0.000000	0.000000	0.000590
0.030000	0.610000	0.000013	0.612731	0.610000	0.000001	0.612731	0.000000	0.000000	0.001326
0.040000	0.610000	0.000024	0.612731	0.610000	0.000002	0.612731	0.000000	0.000000	0.002358
0.050000	0.610000	0.000037	0.612731	0.610000	0.000004	0.612731	0.000000	0.000000	0.003684
0.060000	0.610000	0.000053	0.612731	0.610000	0.000007	0.612731	0.000000	0.000000	0.005305
0.070000	0.610000	0.000073	0.612731	0.610000	0.000011	0.612732	0.000000	0.000000	0.007220
0.080000	0.610000	0.000095	0.612731	0.610000	0.000016	0.612732	0.000000	0.000000	0.009429
0.090000	0.610000	0.000120	0.612731	0.610000	0.000023	0.612733	0.000000	0.000000	0.011933
0.100000	0.610000	0.000148	0.612731	0.610000	0.000031	0.612734	0.000000	0.000000	0.014730
0.110000	0.610000	0.000179	0.612731	0.610000	0.000041	0.612736	0.000000	0.000000	0.017821
0.120000	0.610000	0.000213	0.612731	0.610000	0.000052	0.612738	0.000000	0.000000	0.021206
0.130000	0.610000	0.000250	0.612731	0.610000	0.000066	0.612740	0.000000	0.000000	0.024884
0.140000	0.610000	0.000290	0.612731	0.610000	0.000082	0.612742	0.000000	0.000000	0.028855
0.150000	0.610000	0.000333	0.612731	0.610000	0.000099	0.612745	0.000000	0.000000	0.033118
0.160000	0.610000	0.000379	0.612731	0.610001	0.000119	0.612748	0.000000	0.000000	0.037674
0.170000	0.610000	0.000427	0.612731	0.610001	0.000141	0.612752	0.000000	0.000000	0.042523
0.180000	0.610000	0.000479	0.612731	0.610001	0.000166	0.612757	0.000000	0.000000	0.047663
0.190000	0.610000	0.000534	0.612731	0.610001	0.000192	0.612762	0.000000	0.000000	0.053094
0.200000	0.610000	0.000591	0.612731	0.610001	0.000222	0.612768	0.000000	0.000000	0.058817
0.210000	0.610000	0.000652	0.612731	0.610001	0.000253	0.612774	0.000000	0.000000	0.064830
0.220000	0.610000	0.000715	0.612731	0.610002	0.000287	0.612781	0.000000	0.000000	0.071133
0.230000	0.610000	0.000782	0.612731	0.610002	0.000324	0.612788	0.000000	0.000000	0.077726
0.240000	0.610000	0.000851	0.612731	0.610002	0.000364	0.612797	0.000000	0.000000	0.084609
0.250000	0.610000	0.000923	0.612731	0.610002	0.000406	0.612806	0.000000	0.000000	0.091780
0.260000	0.610000	0.000999	0.612731	0.610002	0.000450	0.612815	0.000000	0.000000	0.099240
0.270000	0.610000	0.001077	0.612731	0.610003	0.000498	0.612826	0.000000	0.000000	0.106987
0.280000	0.610000	0.001158	0.612731	0.610003	0.000548	0.612837	0.000000	0.000000	0.115022
0.290000	0.610000	0.001242	0.612731	0.610003	0.000601	0.612849	0.000000	0.000000	0.123343
0.300000	0.610000	0.001328	0.612731	0.610004	0.000656	0.612862	0.000000	0.000000	0.131951
0.310000	0.610000	0.001418	0.612731	0.610004	0.000715	0.612875	0.000000	0.000000	0.140844
0.320000	0.610000	0.001511	0.612731	0.610004	0.000776	0.612890	0.000000	0.000000	0.150022
0.330000	0.610000	0.001606	0.612731	0.610005	0.000840	0.612905	0.000000	0.000000	0.159484
0.340000	0.610000	0.001705	0.612731	0.610005	0.000907	0.612921	0.000000	0.000000	0.169229
0.350000	0.610000	0.001806	0.612731	0.610005	0.000977	0.612938	0.000000	0.000000	0.179258
0.360000	0.610000	0.001910	0.612731	0.610006	0.001050	0.612955	0.000000	0.000000	0.189569
0.370000	0.610000	0.002018	0.612731	0.610006	0.001125	0.612973	0.000000	0.000000	0.200161
0.380000	0.610000	0.002128	0.612731	0.610006	0.001204	0.612993	0.000000	0.000000	0.211034
0.390000	0.610000	0.002241	0.612731	0.610007	0.001285	0.613013	0.000000	0.000000	0.222187
0.400000	0.610000	0.002356	0.612731	0.610007	0.001369	0.613033	0.000000	0.000000	0.233619
0.410000	0.610000	0.002475	0.612731	0.610007	0.001456	0.613055	0.000000	0.000000	0.245330
0.420000	0.610000	0.002596	0.612731	0.610008	0.001546	0.613077	0.000000	0.000000	0.257318
