Time [s]	Pos_0_x [m]	Pos_0_y [m]	Pos_0_z [m]	Pos_x [m]	Pos_y [m]	Pos_z [m]	Force_x [N]	Force_y [N]	Force_z [N]
0.000000	0.610000	0.001004	0.612731	0.610000	0.000000	0.612731	0.000000	0.000000	0.044842
0.010000	0.610000	0.001024	0.612731	0.610000	0.000098	0.612737	0.000000	0.000000	0.045942
0.020000	0.610000	0.001045	0.612731	0.610000	0.000167	0.612742	0.000000	0.000000	0.047068
0.030000	0.610000	0.001066	0.612731	0.610001	0.000239	0.612748	0.000000	0.000000	0.048222
0.040000	0.610000	0.001087	0.612731	0.610001	0.000305	0.612753	0.000000	0.000000	0.049404
0.050000	0.610000	0.001109	0.612731	0.610001	0.000370	0.612759	0.000000	0.000000	0.050614
0.060000	0.610000	0.001131	0.612731	0.610001	0.000431	0.612766	0.000000	0.000000	0.051854
0.070000	0.610000	0.001154	0.612731	0.610001	0.000490	0.612772	0.000000	0.000000	0.053124
0.080000	0.610000	0.001177	0.612731	0.610001	0.000546	0.612778	0.000000	0.000000	0.054425
0.090000	0.610000	0.001200	0.612731	0.610002	0.000600	0.612785	0.000000	0.000000	0.055758
0.100000	0.610000	0.001224	0.612731	0.610002	0.000652	0.612791	0.000000	0.000000	0.057123
0.110000	0.610000	0.001249	0.612731	0.610002	0.000703	0.612797	0.000000	0.000000	0.058521
0.120000	0.610000	0.001274	0.612731	0.610002	0.000751	0.612804	0.000000	0.000000	0.059953
0.130000	0.610000	0.001299	0.612731	0.610002	0.000798	0.612810	0.000000	0.000000	0.061419
0.140000	0.610000	0.001325	0.612731	0.610002	0.000843	0.612817	0.000000	0.000000	0.062922
0.150000	0.610000	0.001352	0.612731	0.610002	0.000887	0.612823	0.000000	0.000000	0.064460
0.160000	0.610000	0.001379	0.612731	0.610002	0.000929	0.612830	0.000000	0.000000	0.066036
0.170000	0.610000	0.001407	0.612731	0.610002	0.000971	0.612836	0.000000	0.000000	0.067650
0.180000	0.610000	0.001435	0.612731	0.610002	0.001011	0.612842	0.000000	0.000000	0.069303
0.190000	0.610000	0.001463	0.612731	0.610002	0.001050	0.612848	0.000000	0.000000	0.070996
0.200000	0.610000	0.001493	0.612731	0.610003	0.001089	0.612854	0.000000	0.000000	0.072730
0.210000	0.610000	0.001523	0.612731	0.610003	0.001127	0.612860	0.000000	0.000000	0.074506
0.220000	0.610000	0.001553	0.612731	0.610003	0.001165	0.612866	0.000000	0.000000	0.076324
0.230000	0.610000	0.001584	0.612731	0.610003	0.001202	0.612872	0.000000	0.000000	0.078187
0.240000	0.610000	0.001616	0.612731	0.610003	0.001238	0.612877	0.000000	0.000000	0.080094
0.250000	0.610000	0.001648	0.612731	0.610003	0.001274	0.612883	0.000000	0.000000	0.082047
0.260000	0.610000	0.001681	0.612731	0.610002	0.001310	0.612889	0.000000	0.000000	0.084048
0.270000	0.610000	0.001715	0.612731	0.610002	0.001345	0.612894	0.000000	0.000000	0.086096
0.280000	0.610000	0.001749	0.612731	0.610002	0.001381	0.612899	0.000000	0.000000	0.088194
0.290000	0.610000	0.001784	0.612731	0.610002	0.001416	0.612905	0.000000	0.000000	0.090342
0.300000	0.610000	0.001819	0.612731	0.610002	0.001451	0.612910	0.000000	0.000000	0.092542
0.310000	0.610000	0.001856	0.612731	0.610002	0.001487	0.612916	0.000000	0.000000	0.094794
0.320000	0.610000	0.001893	0.612731	0.610002	0.001522	0.612921	0.000000	0.000000	0.097101
0.330000	0.610000	0.001930	0.612731	0.610002	0.001558	0.612926	0.000000	0.000000	0.099463
0.340000	0.610000	0.001969	0.612731	0.610002	0.001594	0.612931	0.000000	0.000000	0.101881
0.350000	0.610000	0.002008	0.612731	0.610002	0.001630	0.612937	0.000000	0.000000	0.104358
0.360000	0.610000	0.002048	0.612731	0.610002	0.001666	0.612942	0.000000	0.000000	0.106893
0.370000	0.610000	0.002089	0.612731	0.610002	0.001702	0.612947	0.000000	0.000000	0.109489
0.380000	0.610000	0.002130	0.612731	0.610002	0.001739	0.612953	0.000000	0.000000	0.112147
0.390000	0.610000	0.002173	0.612731	0.610002	0.001777	0.612958	0.000000	0.000000	0.114869
0.400000	0.610000	0.002216	0.612731	0.610002	0.001814	0.612964	0.000000	0.000000	0.117655
0.410000	0.610000	0.002260	0.612731	0.610002	0.001853	0.612969	0.000000	0.000000	0.120508
0.420000	0.610000	0.002305	0.612731	0.610002	0.001891	0.612975	0.000000	0.000000	0.123428
0.430000	0.610000	0.002351	0.612731	0.610002	0.001931	0.612981	0.000000	0.000000	0.126418
0.440000	0.610000	0.002398	0.612731	0.610002	0.001970	0.612987	0.000000	0.000000	0.129479
0.450000	0.610000	0.002445	0.612731	0.610002	0.002011	0.612992	0.000000	0.000000	0.132613
0.460000	0.610000	0.002494	0.612731	0.610002	0.002052	0.612999	0.000000	0.000000	0.135820
0.470000	0.610000	0.002543	0.612731	0.610002	0.002094	0.613005	0.000000	0.000000	0.139104
0.480000	0.610000	0.002594	0.612731	0.610002	0.002136	0.613011	0.000000	0.000000	0.142466
0.490000	0.610000	0.002645	0.612731	0.610002	0.002179	0.613018	0.000000	0.000000	0.145907
0.500000	0.610000	0.002698	0.612731	0.610002	0.002223	0.613024	0.000000	0.000000	0.149429
0.510000	0.610000	0.002751	0.612731	0.610002	0.002267	0.613031	0.000000	0.000000	0.153034
0.520000	0.610000	0.002806	0.612731	0.610002	0.002313	0.613038	0.000000	0.000000	0.156724
0.530000	0.610000	0.002862	0.612731	0.610002	0.002359	0.613045	0.000000	0.000000	0.160501
