Time [s]	Pos_0_x [m]	Pos_0_y [m]	Pos_0_z [m]	Pos_x [m]	Pos_y [m]	Pos_z [m]	Force_x [N]	Force_y [N]	Force_z [N]
0.000000	0.610000	0.001004	0.612731	0.610000	0.000000	0.612731	0.000000	0.000000	0.036811
0.010000	0.610000	0.001024	0.612731	0.610000	0.000098	0.612737	0.000000	0.000000	0.038302
0.020000	0.610000	0.001045	0.612731	0.610000	0.000167	0.612741	0.000000	0.000000	0.039854
0.030000	0.610000	0.001066	0.612731	0.610000	0.000238	0.612746	0.000000	0.000000	0.041469
0.040000	0.610000	0.001087	0.612731	0.610001	0.000305	0.612752	0.000000	0.000000	0.043148
0.050000	0.610000	0.001109	0.612731	0.610001	0.000370	0.612757	0.000000	0.000000	0.044894
0.060000	0.610000	0.001131	0.612731	0.610001	0.000431	0.612762	0.000000	0.000000	0.046711
0.070000	0.610000	0.001154	0.612731	0.610001	0.000490	0.612768	0.000000	0.000000	0.048600
0.080000	0.610000	0.001177	0.612731	0.610001	0.000546	0.612773	0.000000	0.000000	0.050565
0.090000	0.610000	0.001200	0.612731	0.610001	0.000600	0.612779	0.000000	0.000000	0.052609
0.100000	0.610000	0.001224	0.612731	0.610002	0.000652	0.612785	0.000000	0.000000	0.054735
0.110000	0.610000	0.001249	0.612731	0.610002	0.000703	0.612791	0.000000	0.000000	0.056946
0.120000	0.610000	0.001274	0.612731	0.610002	0.000751	0.612797	0.000000	0.000000	0.059245
0.130000	0.610000	0.001299	0.612731	0.610002	0.000798	0.612803	0.000000	0.000000	0.061635
0.140000	0.610000	0.001325	0.612731	0.610002	0.000843	0.612809	0.000000	0.000000	0.064121
0.150000	0.610000	0.001352	0.612731	0.610002	0.000887	0.612815	0.000000	0.000000	0.066706
0.160000	0.610000	0.001379	0.612731	0.610002	0.000929	0.612822	0.000000	0.000000	0.069394
0.170000	0.610000	0.001407	0.612731	0.610002	0.000971	0.612828	0.000000	0.000000	0.072189
0.180000	0.610000	0.001435	0.612731	0.610002	0.001011	0.612835	0.000000	0.000000	0.075095
0.190000	0.610000	0.001463	0.612731	0.610002	0.001051	0.612841	0.000000	0.000000	0.078116
0.200000	0.610000	0.001493	0.612731	0.610002	0.001090	0.612848	0.000000	0.000000	0.081257
0.210000	0.610000	0.001523	0.612731	0.610002	0.001128	0.612855	0.000000	0.000000	0.084522
0.220000	0.610000	0.001553	0.612731	0.610003	0.001165	0.612862	0.000000	0.000000	0.087917
0.230000	0.610000	0.001584	0.612731	0.610003	0.001202	0.612869	0.000000	0.000000	0.091445
0.240000	0.610000	0.001616	0.612731	0.610003	0.001238	0.612876	0.000000	0.000000	0.095112
0.250000	0.610000	0.001648	0.612731	0.610003	0.001275	0.612884	0.000000	0.000000	0.098924
0.260000	0.610000	0.001681	0.612731	0.610003	0.001310	0.612891	0.000000	0.000000	0.102886
0.270000	0.610000	0.001715	0.612731	0.610003	0.001346	0.612899	0.000000	0.000000	0.107003
0.280000	0.610000	0.001749	0.612731	0.610003	0.001382	0.612907	0.000000	0.000000	0.111281
0.290000	0.610000	0.001784	0.612731	0.610003	0.001417	0.612915	0.000000	0.000000	0.115727
0.300000	0.610000	0.001819	0.612731	0.610003	0.001452	0.612923	0.000000	0.000000	0.120347
0.310000	0.610000	0.001856	0.612731	0.610003	0.001488	0.612932	0.000000	0.000000	0.125147
0.320000	0.610000	0.001893	0.612731	0.610003	0.001523	0.612941	0.000000	0.000000	0.130133
0.330000	0.610000	0.001930	0.612731	0.610003	0.001559	0.612950	0.000000	0.000000	0.135313
0.340000	0.610000	0.001969	0.612731	0.610003	0.001594	0.612959	0.000000	0.000000	0.140694
0.350000	0.610000	0.002008	0.612731	0.610003	0.001630	0.612969	0.000000	0.000000	0.146283
0.360000	0.610000	0.002048	0.612731	0.610003	0.001667	0.612979	0.000000	0.000000	0.152088
0.370000	0.610000	0.002089	0.612731	0.610004	0.001703	0.612989	0.000000	0.000000	0.158117
0.380000	0.610000	0.002130	0.612731	0.610004	0.001740	0.613000	0.000000	0.000000	0.164377
0.390000	0.610000	0.002173	0.612731	0.610004	0.001778	0.613011	0.000000	0.000000	0.170877
0.400000	0.610000	0.002216	0.612731	0.610004	0.001815	0.613022	0.000000	0.000000	0.177625
0.410000	0.610000	0.002260	0.612731	0.610004	0.001854	0.613034	0.000000	0.000000	0.184631
0.420000	0.610000	0.002305	0.612731	0.610004	0.001892	0.613046	0.000000	0.000000	0.191903
0.430000	0.610000	0.002351	0.612731	0.610004	0.001932	0.613058	0.000000	0.000000	0.199450
0.440000	0.610000	0.002398	0.612731	0.610004	0.001971	0.613071	0.000000	0.000000	0.207283
0.450000	0.610000	0.002445	0.612731	0.610005	0.002012	0.613085	0.000000	0.000000	0.215411
0.460000	0.610000	0.002494	0.612731	0.610005	0.002053	0.613099	0.000000	0.000000	0.223845
0.470000	0.610000	0.002543	0.612731	0.610005	0.002095	0.613113	0.000000	0.000000	0.232594
0.480000	0.610000	0.002594	0.612731	0.610005	0.002137	0.613128	0.000000	0.000000	0.241669
0.490000	0.610000	0.002645	0.612731	0.610005	0.002180	0.613144	0.000000	0.000000	0.251081
0.500000	0.610000	0.002698	0.612731	0.610005	0.002224	0.613160	0.000000	0.000000	0.260842
0.510000	0.610000	0.002751	0.612731	0.610006	0.002269	0.613177	0.000000	0.000000	0.270963
0.520000	0.610000	0.002806	0.612731	0.610006	0.002314	0.613194	0.000000	0.000000	0.281455
0.530000	0.610000	0.002862	0.612731	0.610006	0.002360	0.613212	0.000000	0.000000	0.292331
0.540000	0.610000	0.002918	0.612731	0.610006	0.002407	0.613231	0.000000	0.000000	0.303603
0.550000	0.610000	0.002976	0.612731	0.610006	0.002455	0.613250	0.000000	0.000000	0.315283
